21767,15.0
21985,15.0
22034,17.0
22129,19.0
22336,21.0
22477,24.0
22905,21.0
22905,24.0
22907,25.0
22912,22.0
22916,25.0
22937,24.0
22937,24.0
22948,20.0
22950,22.0
23031,34.0
23031,750.0
23032,1048.0
23032,654.0
23032,7066.0
23036,11223.0
23036,1471.0
23036,32767.0
23036,4640.0
23037,3731.0
23037,4253.0
23046,1445.0
23046,1635.0
23047,1533.0
23047,1799.0
23048,1269.0
23098,0.0
23098,3.0
23160,182.0
23186,182.0
23281,209.0
23340,4115.0
23340,6.0
23341,2564.0
23341,3003.0
23341,3429.0
23347,2564.0
23376,2564.0
23400,1191.0
23400,1983.0
23401,1492.0
23401,1553.0
23401,1682.0
23401,1851.0
23401,1922.0
23402,1336.0
23402,514.0
23402,941.0
23406,1387.0
23406,1575.0
23406,1598.0
23406,1978.0
23406,2094.0
23407,2214.0
23408,2442.0
23412,2442.0
23461,2810.0
23500,2810.0
23604,2810.0
23607,2810.0
23610,2810.0
23614,2810.0
23617,2810.0
23627,2810.0
23630,2810.0
23632,2810.0
23635,2810.0
23636,2810.0
23639,2810.0
23642,2810.0
23660,2810.0
23663,2810.0
23670,2810.0
23676,2810.0
23785,2810.0
24385,2810.0
24773,3150.0
24986,3150.0
25586,3150.0
25607,3483.0
26185,3483.0
26332,3848.0
26786,3848.0
27149,4246.0
27386,4246.0
27962,4678.0
27985,4678.0
28857,5174.0
29187,5174.0
29707,5708.0
30386,5708.0
30477,6333.0
31323,7025.0
31586,7025.0
32035,7847.0
32186,7847.0
32527,8660.0
32786,8660.0
33387,8660.0
33387,9531.0
34586,9531.0
35186,9531.0
35786,9531.0
36385,9531.0
36779,7424.0
36838,9466.0
36985,9466.0
37585,9466.0
38186,9466.0
38581,10426.0
38785,10426.0
38948,11692.0
39084,32767.0
39170,32767.0
39386,32767.0
39986,32767.0
40585,32767.0
41186,32767.0
41786,32767.0
42386,32767.0
42985,32767.0
43586,32767.0
44185,32767.0
44785,32767.0
45387,32767.0
45985,32767.0
46587,32767.0
46682,32767.0
47098,22393.0
47186,22393.0
47221,32767.0
47786,32767.0
48386,32767.0
48487,17908.0
48548,32767.0
48986,32767.0
49318,27900.0
49380,17411.0
49380,19424.0
49441,11633.0
49586,11633.0
49949,13494.0
49949,20461.0
50010,27455.0
50053,32767.0
50187,32767.0
50706,24950.0
50768,32083.0
50784,27247.0
50784,32767.0
50784,9152.0
50785,27510.0
50785,32767.0
50785,32767.0
50785,32767.0
50785,32767.0
50785,8941.0
50844,10807.0
50844,11165.0
50844,11991.0
50844,32767.0
50844,32767.0
50845,11233.0
50845,11695.0
50845,32767.0
50845,32767.0
50905,32767.0
51387,32767.0
51589,24935.0
51589,29918.0
51651,26315.0
51651,32767.0
51713,28381.0
51773,32767.0
51986,32767.0
52587,29439.0
52587,32767.0
52913,26464.0
53269,19172.0
53269,21675.0
53282,16481.0
53282,19365.0
53283,15724.0
53343,10579.0
53528,16173.0
53542,14505.0
53603,12448.0
53706,9414.0
53768,7913.0
53786,7913.0
53844,9398.0
53970,7862.0
54171,7066.0
54295,9321.0
54357,12175.0
54357,6939.0
54386,12175.0
54418,9144.0
54559,7838.0
54559,8668.0
54603,7739.0
54743,6852.0
54986,6852.0
55586,6852.0
55857,6113.0
56186,6113.0
56786,5498.0
56786,6113.0
57386,5498.0
57787,4831.0
57986,4831.0
