06:02:47,15.0
06:06:25,15.0
06:07:14,17.0
06:08:49,19.0
06:12:16,21.0
06:14:37,24.0
06:21:45,21.0
06:21:45,24.0
06:21:47,25.0
06:21:52,22.0
06:21:56,25.0
06:22:17,24.0
06:22:17,24.0
06:22:28,20.0
06:22:30,22.0
06:23:51,34.0
06:23:51,750.0
06:23:52,1048.0
06:23:52,654.0
06:23:52,7066.0
06:23:56,11223.0
06:23:56,1471.0
06:23:56,32767.0
06:23:56,4640.0
06:23:57,3731.0
06:23:57,4253.0
06:24:06,1445.0
06:24:06,1635.0
06:24:07,1533.0
06:24:07,1799.0
06:24:08,1269.0
06:24:58,0.0
06:24:58,3.0
06:26:00,182.0
06:26:26,182.0
06:28:01,209.0
06:29:00,4115.0
06:29:00,6.0
06:29:01,2564.0
06:29:01,3003.0
06:29:01,3429.0
06:29:07,2564.0
06:29:36,2564.0
06:30:00,1191.0
06:30:00,1983.0
06:30:01,1492.0
06:30:01,1553.0
06:30:01,1682.0
06:30:01,1851.0
06:30:01,1922.0
06:30:02,1336.0
06:30:02,514.0
06:30:02,941.0
06:30:06,1387.0
06:30:06,1575.0
06:30:06,1598.0
06:30:06,1978.0
06:30:06,2094.0
06:30:07,2214.0
06:30:08,2442.0
06:30:12,2442.0
06:31:01,2810.0
06:31:40,2810.0
06:33:24,2810.0
06:33:27,2810.0
06:33:30,2810.0
06:33:34,2810.0
06:33:37,2810.0
06:33:47,2810.0
06:33:50,2810.0
06:33:52,2810.0
06:33:55,2810.0
06:33:56,2810.0
06:33:59,2810.0
06:34:02,2810.0
06:34:20,2810.0
06:34:23,2810.0
06:34:30,2810.0
06:34:36,2810.0
06:36:25,2810.0
06:46:25,2810.0
06:52:53,3150.0
06:56:26,3150.0
07:06:26,3150.0
07:06:47,3483.0
07:16:25,3483.0
07:18:52,3848.0
07:26:26,3848.0
07:32:29,4246.0
07:36:26,4246.0
07:46:02,4678.0
07:46:25,4678.0
08:00:57,5174.0
08:06:27,5174.0
08:15:07,5708.0
08:26:26,5708.0
08:27:57,6333.0
08:42:03,7025.0
08:46:26,7025.0
08:53:55,7847.0
08:56:26,7847.0
09:02:07,8660.0
09:06:26,8660.0
09:16:27,8660.0
09:16:27,9531.0
09:36:26,9531.0
09:46:26,9531.0
09:56:26,9531.0
10:06:25,9531.0
10:12:59,7424.0
10:13:58,9466.0
10:16:25,9466.0
10:26:25,9466.0
10:36:26,9466.0
10:43:01,10426.0
10:46:25,10426.0
10:49:08,11692.0
10:51:24,32767.0
10:52:50,32767.0
10:56:26,32767.0
11:06:26,32767.0
11:16:25,32767.0
11:26:26,32767.0
11:36:26,32767.0
11:46:26,32767.0
11:56:25,32767.0
12:06:26,32767.0
12:16:25,32767.0
12:26:25,32767.0
12:36:27,32767.0
12:46:25,32767.0
12:56:27,32767.0
12:58:02,32767.0
13:04:58,22393.0
13:06:26,22393.0
13:07:01,32767.0
13:16:26,32767.0
13:26:26,32767.0
13:28:07,17908.0
13:29:08,32767.0
13:36:26,32767.0
13:41:58,27900.0
13:43:00,17411.0
13:43:00,19424.0
13:44:01,11633.0
13:46:26,11633.0
13:52:29,13494.0
13:52:29,20461.0
13:53:30,27455.0
13:54:13,32767.0
13:56:27,32767.0
14:05:06,24950.0
14:06:08,32083.0
14:06:24,27247.0
14:06:24,32767.0
14:06:24,9152.0
14:06:25,27510.0
14:06:25,32767.0
14:06:25,32767.0
14:06:25,32767.0
14:06:25,32767.0
14:06:25,8941.0
14:07:24,10807.0
14:07:24,11165.0
14:07:24,11991.0
14:07:24,32767.0
14:07:24,32767.0
14:07:25,11233.0
14:07:25,11695.0
14:07:25,32767.0
14:07:25,32767.0
14:08:25,32767.0
14:16:27,32767.0
14:19:49,24935.0
14:19:49,29918.0
14:20:51,26315.0
14:20:51,32767.0
14:21:53,28381.0
14:22:53,32767.0
14:26:26,32767.0
14:36:27,29439.0
14:36:27,32767.0
14:41:53,26464.0
14:47:49,19172.0
14:47:49,21675.0
14:48:02,16481.0
14:48:02,19365.0
14:48:03,15724.0
14:49:03,10579.0
14:52:08,16173.0
14:52:22,14505.0
14:53:23,12448.0
14:55:06,9414.0
14:56:08,7913.0
14:56:26,7913.0
14:57:24,9398.0
14:59:30,7862.0
15:02:51,7066.0
15:04:55,9321.0
15:05:57,12175.0
15:05:57,6939.0
15:06:26,12175.0
15:06:58,9144.0
15:09:19,7838.0
15:09:19,8668.0
15:10:03,7739.0
15:12:23,6852.0
15:16:26,6852.0
15:26:26,6852.0
15:30:57,6113.0
15:36:26,6113.0
15:46:26,5498.0
15:46:26,6113.0
15:56:26,5498.0
16:03:07,4831.0
16:06:26,4831.0
